date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:02:25	10312/10312	---M--	200	added ('OK')	image/png	etag:%221781f7f-2848-5fc7e12eaa640%22	https://www.wisecrypto.co/assets/images/portfolio/p19.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p19.png	(from https://www.wisecrypto.co/)
23:02:28	10020/10020	---M--	200	added ('OK')	image/png	etag:%221781f91-2724-5fc7e16ca7880%22	https://www.wisecrypto.co/assets/images/portfolio/p20-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p20-1.png	(from https://www.wisecrypto.co/)
23:02:29	13068/13068	---M--	200	added ('OK')	image/png	etag:%221781f8b-330c-5fc7e15c71240%22	https://www.wisecrypto.co/assets/images/portfolio/p20.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p20.png	(from https://www.wisecrypto.co/)
23:02:30	6391/6391	---M--	200	added ('OK')	image/png	etag:%221781f53-18f7-5fc7e1ac8cf40%22	https://www.wisecrypto.co/assets/images/portfolio/p21-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p21-1.png	(from https://www.wisecrypto.co/)
23:02:30	6559/6559	---M--	200	added ('OK')	image/png	etag:%221781f85-199f-5fc7e18e08740%22	https://www.wisecrypto.co/assets/images/portfolio/p21.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p21.png	(from https://www.wisecrypto.co/)
23:02:31	17994/17994	---M--	200	added ('OK')	image/png	etag:%221781f8d-464a-5fc7eeb480dc0%22	https://www.wisecrypto.co/assets/images/portfolio/p22-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p22-1.png	(from https://www.wisecrypto.co/)
23:02:32	18097/18097	---M--	200	added ('OK')	image/png	etag:%221781f97-46b1-5fc7eea726e40%22	https://www.wisecrypto.co/assets/images/portfolio/p22.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p22.png	(from https://www.wisecrypto.co/)
23:02:33	16280/16280	---M--	200	added ('OK')	image/png	etag:%221781f63-3f98-5fc7eeefa1940%22	https://www.wisecrypto.co/assets/images/portfolio/p23-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p23-1.png	(from https://www.wisecrypto.co/)
23:02:34	16242/16242	---M--	200	added ('OK')	image/png	etag:%221781f9b-3f72-5fc7eee05f540%22	https://www.wisecrypto.co/assets/images/portfolio/p23.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p23.png	(from https://www.wisecrypto.co/)
23:02:35	9584/9584	---M--	200	added ('OK')	image/png	etag:%221781f77-2570-5fc7ef01c0400%22	https://www.wisecrypto.co/assets/images/portfolio/p24.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p24.png	(from https://www.wisecrypto.co/)
23:02:36	11240/11240	---M--	200	added ('OK')	image/png	etag:%221781f4b-2be8-5fc7ef3ec9400%22	https://www.wisecrypto.co/assets/images/portfolio/p25-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p25-1.png	(from https://www.wisecrypto.co/)
23:02:36	11391/11391	---M--	200	added ('OK')	image/png	etag:%221781f83-2c7f-5fc7ef23212c0%22	https://www.wisecrypto.co/assets/images/portfolio/p25.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p25.png	(from https://www.wisecrypto.co/)
23:02:37	30240/30240	---M--	200	added ('OK')	image/png	etag:%221781f71-7620-5fc7ef5d4dc00%22	https://www.wisecrypto.co/assets/images/portfolio/p26.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p26.png	(from https://www.wisecrypto.co/)
23:02:38	5297/5297	---M--	200	added ('OK')	image/png	etag:%221781f43-14b1-5fc7efaa8d240%22	https://www.wisecrypto.co/assets/images/portfolio/p27-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p27-1.png	(from https://www.wisecrypto.co/)
23:02:39	5484/5484	---M--	200	added ('OK')	image/png	etag:%221781f6d-156c-5fc7ef99629c0%22	https://www.wisecrypto.co/assets/images/portfolio/p27.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p27.png	(from https://www.wisecrypto.co/)
23:02:40	11658/11658	---M--	200	added ('OK')	image/png	etag:%221781f25-2d8a-5fc7effb9d180%22	https://www.wisecrypto.co/assets/images/portfolio/p28-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p28-1.png	(from https://www.wisecrypto.co/)
23:02:40	12134/12134	---M--	200	added ('OK')	image/png	etag:%221781f19-2f66-5fc7efe2d1700%22	https://www.wisecrypto.co/assets/images/portfolio/p28.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p28.png	(from https://www.wisecrypto.co/)
23:02:41	4168/4168	---M--	200	added ('OK')	image/png	etag:%221781f3b-1048-5fc7f01b15bc0%22	https://www.wisecrypto.co/assets/images/portfolio/p29-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p29-1.png	(from https://www.wisecrypto.co/)
23:02:42	4168/4168	---M--	200	added ('OK')	image/png	etag:%221781f21-1048-5fc7f0118c540%22	https://www.wisecrypto.co/assets/images/portfolio/p29.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p29.png	(from https://www.wisecrypto.co/)
23:02:43	25597/25597	---M--	200	added ('OK')	image/png	etag:%221781f79-63fd-5fc7f02e288c0%22	https://www.wisecrypto.co/assets/images/portfolio/p30.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p30.png	(from https://www.wisecrypto.co/)
23:02:44	6393/6393	---M--	200	added ('OK')	image/png	etag:%221781f2b-18f9-5fc7f04da1300%22	https://www.wisecrypto.co/assets/images/portfolio/p31-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p31-1.png	(from https://www.wisecrypto.co/)
23:02:45	6393/6393	---M--	200	added ('OK')	image/png	etag:%221781f81-18f9-5fc7f0422f800%22	https://www.wisecrypto.co/assets/images/portfolio/p31.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p31.png	(from https://www.wisecrypto.co/)
23:02:45	10974/10974	---M--	200	added ('OK')	image/png	etag:%221781f3d-2ade-5fc7f070ea640%22	https://www.wisecrypto.co/assets/images/portfolio/p32-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p32-1.png	(from https://www.wisecrypto.co/)
23:02:46	11107/11107	---M--	200	added ('OK')	image/png	etag:%221781f73-2b63-5fc7f05dd7940%22	https://www.wisecrypto.co/assets/images/portfolio/p32.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p32.png	(from https://www.wisecrypto.co/)
23:02:47	10149/10149	---M--	200	added ('OK')	image/png	etag:%221781f6b-27a5-5fc7f089b60c0%22	https://www.wisecrypto.co/assets/images/portfolio/p33.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p33.png	(from https://www.wisecrypto.co/)
23:02:48	19437/19437	---M--	200	added ('OK')	image/png	etag:%221781f33-4bed-5fc7f0b77ccc0%22	https://www.wisecrypto.co/assets/images/portfolio/p34-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p34-1.png	(from https://www.wisecrypto.co/)
23:02:49	19635/19635	---M--	200	added ('OK')	image/png	etag:%221781f89-4cb3-5fc7f0a18d900%22	https://www.wisecrypto.co/assets/images/portfolio/p34.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p34.png	(from https://www.wisecrypto.co/)
23:02:49	18693/18693	---M--	200	added ('OK')	image/png	etag:%221781f87-4905-5fc7f0ce602c0%22	https://www.wisecrypto.co/assets/images/portfolio/p35.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p35.png	(from https://www.wisecrypto.co/)
23:02:50	4960/4960	---M--	200	added ('OK')	image/png	etag:%221781f2f-1360-5fc7f0f66e140%22	https://www.wisecrypto.co/assets/images/portfolio/p36-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p36-1.png	(from https://www.wisecrypto.co/)
23:02:51	4976/4976	---M--	200	added ('OK')	image/png	etag:%221781f95-1370-5fc7f0e172fc0%22	https://www.wisecrypto.co/assets/images/portfolio/p36.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p36.png	(from https://www.wisecrypto.co/)
23:02:52	6395/6395	---M--	200	added ('OK')	image/png	etag:%221781f13-18fb-5fc7f11216280%22	https://www.wisecrypto.co/assets/images/portfolio/p37-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p37-1.png	(from https://www.wisecrypto.co/)
23:02:53	6395/6395	---M--	200	added ('OK')	image/png	etag:%221781f9d-18fb-5fc7f1088cc00%22	https://www.wisecrypto.co/assets/images/portfolio/p37.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p37.png	(from https://www.wisecrypto.co/)
23:02:54	4993/4993	---M--	200	added ('OK')	image/png	etag:%221781f59-1381-5fc7f12eb2600%22	https://www.wisecrypto.co/assets/images/portfolio/p38-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p38-1.png	(from https://www.wisecrypto.co/)
23:02:55	4993/4993	---M--	200	added ('OK')	image/png	etag:%221781f15-1381-5fc7f1261d1c0%22	https://www.wisecrypto.co/assets/images/portfolio/p38.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p38.png	(from https://www.wisecrypto.co/)
23:02:56	6123/6123	---M--	200	added ('OK')	image/png	etag:%221781f99-17eb-5fc7f15107700%22	https://www.wisecrypto.co/assets/images/portfolio/p39-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p39-1.png	(from https://www.wisecrypto.co/)
23:02:57	6232/6232	---M--	200	added ('OK')	image/png	etag:%221781f11-1858-5fc7f140d10c0%22	https://www.wisecrypto.co/assets/images/portfolio/p39.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p39.png	(from https://www.wisecrypto.co/)
23:02:58	9687/9687	---M--	200	added ('OK')	image/png	etag:%221781f57-25d7-5fc7f17dda0c0%22	https://www.wisecrypto.co/assets/images/portfolio/p40-1.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p40-1.png	(from https://www.wisecrypto.co/)
23:03:02	9736/9736	---M--	200	added ('OK')	image/png	etag:%221781f67-2608-5fc7f1650e640%22	https://www.wisecrypto.co/assets/images/portfolio/p40.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/portfolio/p40.png	(from https://www.wisecrypto.co/)
23:03:02	14690/14690	---M-Z	200	added ('OK')	text/javascript	etag:%221781fea-3962-5ea8251c3fc80-gzip%22	https://www.wisecrypto.co/assets/vendor/aos/aos.js	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/vendor/aos/aos.js	(from https://www.wisecrypto.co/)
23:03:03	55880/55880	---M-Z	200	added ('OK')	text/javascript	etag:%221782052-da48-5ea8251c3fc80-gzip%22	https://www.wisecrypto.co/assets/vendor/glightbox/js/glightbox.min.js	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/vendor/glightbox/js/glightbox.min.js	(from https://www.wisecrypto.co/)
23:03:04	143629/143629	---M-Z	200	added ('OK')	text/javascript	etag:%221781faf-2310d-5ea8251e28100-gzip%22	https://www.wisecrypto.co/assets/vendor/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/vendor/swiper/swiper-bundle.min.js	(from https://www.wisecrypto.co/)
23:03:05	6862/6862	---M-Z	200	added ('OK')	text/javascript	etag:%221781e9d-1ace-5ea8251c3fc80-gzip%22	https://www.wisecrypto.co/assets/js/main.js	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/js/main.js	(from https://www.wisecrypto.co/)
23:03:07	255865/255865	---M--	200	added ('OK')	image/jpeg	etag:%221781ece-3e779-6032f55237fc0%22	https://www.wisecrypto.co/assets/images/ama/bybit.jpeg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/ama/bybit.jpg	(from https://www.wisecrypto.co/)
23:03:08	259997/259997	---M--	200	added ('OK')	image/jpeg	etag:%221781ecc-3f79d-60448a5052c40%22	https://www.wisecrypto.co/assets/images/ama/venom.jpeg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/ama/venom.jpg	(from https://www.wisecrypto.co/)
23:03:11	321032/321032	---M--	200	added ('OK')	image/jpeg	etag:%221781f04-4e608-5e8751d2f2580%22	https://www.wisecrypto.co/assets/images/users/1.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/users/1.jpg	(from https://www.wisecrypto.co/)
23:03:13	1520098/1520098	---M--	200	added ('OK')	image/png	etag:%221781ec8-1731e2-60448a2c156c0%22	https://www.wisecrypto.co/assets/images/ama/Mantle.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/ama/Mantle.png	(from https://www.wisecrypto.co/)
23:03:15	114860/114860	---M--	200	added ('OK')	image/jpeg	etag:%221781f00-1c0ac-5e8751de64080%22	https://www.wisecrypto.co/assets/images/users/2.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/users/2.jpg	(from https://www.wisecrypto.co/)
23:03:15	336746/336746	---M--	200	added ('OK')	image/jpeg	etag:%221781f02-5236a-5e8751e7ed700%22	https://www.wisecrypto.co/assets/images/users/3.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/users/3.jpg	(from https://www.wisecrypto.co/)
23:03:18	12302/12302	---M--	200	added ('OK')	image/png	etag:%221781c86-300e-60449025c6fc0%22	https://www.wisecrypto.co/assets/images/x.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/x.png	(from https://www.wisecrypto.co/)
23:03:19	346336/346336	---M--	200	added ('OK')	image/jpeg	etag:%221781efe-548e0-5e877ec7e3680%22	https://www.wisecrypto.co/assets/images/users/4.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/users/4.jpg	(from https://www.wisecrypto.co/)
23:03:21	7724/7724	---M--	200	added ('OK')	image/png	etag:%221781c74-1e2c-6044863748140%22	https://www.wisecrypto.co/assets/images/telegram.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/telegram.png	(from https://www.wisecrypto.co/)
23:03:22	8300/8300	---M--	200	added ('OK')	image/png	etag:%221781e84-206c-6044903044880%22	https://www.wisecrypto.co/assets/images/discord.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/discord.png	(from https://www.wisecrypto.co/)
23:03:25	2953/2953	---M--	200	added ('OK')	image/png	etag:%221781e6c-b89-60449037e5a80%22	https://www.wisecrypto.co/assets/images/binance.png	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/images/binance.png	(from https://www.wisecrypto.co/)
23:03:26	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2022:03:23%20GMT	https://www.wisecrypto.co/cdn.jsdelivr.net/npm/swiper%408.3.2/swiper-bundle.min.css	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/cdn.jsdelivr.net/npm/swiper@8.3.2/swiper-bundle.min.css	(from https://www.wisecrypto.co/assets/css/theme/main.min.css)
23:03:29	261762/261762	---M-Z	200	added ('OK')	text/css	etag:W/%223fe82-Y3ffOm6/UuchCvZdw4BStf3TqwY%22	https://cdn.jsdelivr.net/npm/uikit@3.15.1/dist/css/uikit.min.css	C:/My%20Web%20Sites/BigemCalls/cdn.jsdelivr.net/npm/uikit@3.15.1/dist/css/uikit.min.css	(from https://www.wisecrypto.co/assets/css/theme/main.min.css)
23:03:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2022:03:27%20GMT	https://www.wisecrypto.co/assets/img/hero-bg.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/img/hero-bg.jpg	(from https://www.wisecrypto.co/assets/css/style.css)
23:03:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2022:03:28%20GMT	https://www.wisecrypto.co/assets/img/cta-bg.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/img/cta-bg.jpg	(from https://www.wisecrypto.co/assets/css/style.css)
23:04:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2022:04:01%20GMT	https://www.wisecrypto.co/assets/img/counts-img.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/img/counts-img.8c.delayed	(from https://www.wisecrypto.co/assets/css/style.css)
23:04:04	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Dec%202024%2022:04:02%20GMT	https://www.wisecrypto.co/assets/img/testimonials-bg.jpg	C:/My%20Web%20Sites/BigemCalls/www.wisecrypto.co/assets/img/testimonials-bg.jpg	(from https://www.wisecrypto.co/assets/css/style.css)
